date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:11:52	5142/5142	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%226a21dbff-239b%22	https://themewagon.github.io/robots.txt		(from )
17:11:52	26879/26879	---M-Z	200	added ('OK')	text/html	etag:W/%22639ef051-68ff%22	https://themewagon.github.io/gymlife/	C:/Users/Laptronics.co/Downloads/Gym/themewagon.github.io/gymlife/index.html	(from )
17:11:52	159515/159515	---M-Z	200	added ('OK')	text/css	etag:W/%22639ef051-26f1b%22	https://themewagon.github.io/gymlife/css/bootstrap.min.css	C:/Users/Laptronics.co/Downloads/Gym/themewagon.github.io/gymlife/css/bootstrap.min.css	(from https://themewagon.github.io/gymlife/)
17:11:52	31000/31000	---M-Z	200	added ('OK')	text/css	etag:W/%22639ef051-7918%22	https://themewagon.github.io/gymlife/css/font-awesome.min.css	C:/Users/Laptronics.co/Downloads/Gym/themewagon.github.io/gymlife/css/font-awesome.min.css	(from https://themewagon.github.io/gymlife/)
17:11:52	3472/3472	---M-Z	200	added ('OK')	text/css	etag:W/%22639ef051-d90%22	https://themewagon.github.io/gymlife/css/flaticon.css	C:/Users/Laptronics.co/Downloads/Gym/themewagon.github.io/gymlife/css/flaticon.css	(from https://themewagon.github.io/gymlife/)
17:11:53	3351/3351	---M-Z	200	added ('OK')	text/css	etag:W/%22639ef051-d17%22	https://themewagon.github.io/gymlife/css/owl.carousel.min.css	C:/Users/Laptronics.co/Downloads/Gym/themewagon.github.io/gymlife/css/owl.carousel.min.css	(from https://themewagon.github.io/gymlife/)
17:11:53	870/870	---M-Z	200	added ('OK')	text/css	etag:W/%22639ef051-366%22	https://themewagon.github.io/gymlife/css/barfiller.css	C:/Users/Laptronics.co/Downloads/Gym/themewagon.github.io/gymlife/css/barfiller.css	(from https://themewagon.github.io/gymlife/)
17:11:53	6948/6948	---M-Z	200	added ('OK')	text/css	etag:W/%22639ef051-1b24%22	https://themewagon.github.io/gymlife/css/magnific-popup.css	C:/Users/Laptronics.co/Downloads/Gym/themewagon.github.io/gymlife/css/magnific-popup.css	(from https://themewagon.github.io/gymlife/)
17:11:53	2505/2505	---M-Z	200	added ('OK')	text/css	etag:W/%22639ef051-9c9%22	https://themewagon.github.io/gymlife/css/slicknav.min.css	C:/Users/Laptronics.co/Downloads/Gym/themewagon.github.io/gymlife/css/slicknav.min.css	(from https://themewagon.github.io/gymlife/)
17:11:54	55441/55441	---M-Z	200	added ('OK')	text/css	etag:W/%22639ef051-d891%22	https://themewagon.github.io/gymlife/css/style.css	C:/Users/Laptronics.co/Downloads/Gym/themewagon.github.io/gymlife/css/style.css	(from https://themewagon.github.io/gymlife/)
17:11:54	26879/26879	---M-Z	200	added ('OK')	text/html	etag:W/%22639ef051-68ff%22	https://themewagon.github.io/gymlife/index.html	C:/Users/Laptronics.co/Downloads/Gym/themewagon.github.io/gymlife/index-2.html	(from https://themewagon.github.io/gymlife/)
17:11:55	24142/24142	---M-Z	200	added ('OK')	text/html	etag:W/%22639ef051-5e4e%22	https://themewagon.github.io/gymlife/about-us.html	C:/Users/Laptronics.co/Downloads/Gym/themewagon.github.io/gymlife/about-us.html	(from https://themewagon.github.io/gymlife/)
17:11:55	27264/27264	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%22639ef051-6a80%22	https://themewagon.github.io/gymlife/classes.html	C:/Users/Laptronics.co/Downloads/Gym/themewagon.github.io/gymlife/classes.html	(from https://themewagon.github.io/gymlife/)
17:11:55	19204/19204	---M-Z	200	added ('OK')	text/html	etag:W/%22639ef051-4b04%22	https://themewagon.github.io/gymlife/services.html	C:/Users/Laptronics.co/Downloads/Gym/themewagon.github.io/gymlife/services.html	(from https://themewagon.github.io/gymlife/)
17:11:55	17910/17910	---M-Z	200	added ('OK')	text/html	etag:W/%22639ef051-45f6%22	https://themewagon.github.io/gymlife/team.html	C:/Users/Laptronics.co/Downloads/Gym/themewagon.github.io/gymlife/team.html	(from https://themewagon.github.io/gymlife/)
